Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer Days,Age,Total_Spent
Postgraduate,Married,77520.0,0,1,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,1,465,55,1526
Graduate,Together,41154.0,0,1,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,0,458,36,69
Graduate,Married,80398.0,0,0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,0,786,48,1597
Undergraduate,Single,18746.0,1,0,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0,191,22,64
Graduate,Together,35196.0,1,0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,0,753,30,497
Graduate,Single,60230.0,0,1,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,565,58,1067
Graduate,Married,22108.0,1,1,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,123,37,31
Graduate,Together,44392.0,1,1,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0,576,40,211
Postgraduate,Married,55424.0,0,1,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,1,741,38,877
Graduate,Married,17688.0,1,0,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,0,692,35,11
Postgraduate,Married,92491.0,0,0,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,1,700,31,2034
Graduate,Single,90273.0,0,0,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,1,357,23,1991
Postgraduate,Single,82571.0,0,0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,305,52,1686
Postgraduate,Single,38513.0,1,0,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1,312,32,324
Postgraduate,Single,16653.0,1,0,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,232,35,69
Graduate,Together,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,768,59,252
Undergraduate,Single,23529.0,0,1,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,523,49,54
Postgraduate,Together,74881.0,1,1,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,490,53,964
Graduate,Married,71107.0,0,1,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,657,63,1327
Postgraduate,Together,46910.0,1,1,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,258,50,68
Graduate,Married,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,708,55,60
Graduate,Single,37244.0,1,1,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,588,59,55
Graduate,Together,82427.0,0,0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,3,48,1456
Undergraduate,Single,75342.0,0,1,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,549,56,563
Graduate,Single,70044.0,0,1,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,656,60,1504
Graduate,Single,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,226,47,564
Graduate,Married,77437.0,0,0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,375,51,1125
Graduate,Married,54984.0,0,1,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,196,55,358
Postgraduate,Married,42403.0,1,0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,389,43,42
Graduate,Together,55761.0,0,1,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,226,50,184
Graduate,Together,37292.0,1,0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,597,31,460
Postgraduate,Single,45576.0,0,0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,192,69,145
Graduate,Together,70321.0,0,0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,689,67,1376
Postgraduate,Single,58086.0,0,1,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,685,45,792
Graduate,Married,81795.0,0,0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,771,62,1382
Undergraduate,Together,28389.0,0,0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,746,67,28
Postgraduate,Married,66835.0,0,0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,434,68,1033
Graduate,Single,69901.0,0,1,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,556,45,882
Postgraduate,Married,80360.0,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,643,65,2231
Postgraduate,Together,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,781,53,1101
Graduate,Married,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,727,40,369
Undergraduate,Single,31859.0,1,0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,282,34,48
Postgraduate,Single,51569.0,0,1,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,369,65,467
Graduate,Single,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,711,43,44
Undergraduate,Single,16014.0,1,1,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,629,35,38
Graduate,Married,41120.0,1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,543,46,81
Postgraduate,Single,39763.0,1,0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,607,43,167
Postgraduate,Married,38725.0,1,1,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,62,59,45
Graduate,Married,77981.0,1,0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,559,42,664
Undergraduate,Married,62905.0,0,1,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,423,50,622
Undergraduate,Single,13533.0,1,0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,429,35,48
Graduate,Together,59481.0,0,1,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,409,39,461
Graduate,Married,72117.0,0,1,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,473,37,1073
Undergraduate,Married,21955.0,1,0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,515,28,55
Graduate,Married,67131.0,0,1,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,620,58,976
Postgraduate,Single,36802.0,1,0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,173,34,20
Graduate,Together,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,488,32,1149
Undergraduate,Married,28249.0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,174,53,43
Postgraduate,Married,47808.0,0,1,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,412,39,224
Postgraduate,Single,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,809,40,101
Postgraduate,Married,51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,597,68,209
Graduate,Single,70596.0,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,940,29,968
Postgraduate,Together,85431.0,0,0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,487,62,1165
Graduate,Married,42664.0,0,1,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,263,47,24
Graduate,Together,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,768,59,252
Graduate,Single,29760.0,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,829,29,165
Postgraduate,Married,28973.0,0,0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,784,37,269
Postgraduate,Together,39435.0,1,0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,546,41,102
Undergraduate,Married,65370.0,0,0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,697,30,461
Undergraduate,Single,20194.0,1,0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,719,35,47
Postgraduate,Single,42473.0,1,1,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,292,38,144
Graduate,Married,64590.0,0,0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,783,46,1338
Graduate,Together,71232.0,0,1,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,373,55,917
Graduate,Together,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,704,43,318
Graduate,Single,46904.0,1,1,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,1000,47,253
Graduate,Married,49094.0,0,1,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,806,41,502
Graduate,Together,36075.0,1,0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,450,31,119
Undergraduate,Together,60839.0,1,1,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,830,35,1250
Graduate,Together,77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,663,35,969
Graduate,Together,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,577,64,76
Postgraduate,Single,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,2,51,62
Undergraduate,Together,82122.0,0,0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,478,52,1382
Graduate,Single,37697.0,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,157,38,84
Graduate,Together,34074.0,1,1,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,511,62,255
Postgraduate,Married,28520.0,1,1,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,540,54,43
Graduate,Single,62535.0,0,1,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,636,59,398
Postgraduate,Single,36273.0,1,0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,234,37,76
Graduate,Together,63404.0,0,2,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,183,50,902
Undergraduate,Together,75774.0,1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,304,33,823
Graduate,Together,78416.0,0,1,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,162,38,1179
Graduate,Together,75702.0,0,1,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,783,40,1921
Postgraduate,Together,59385.0,1,1,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,587,63,185
Graduate,Single,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,626,48,433
Graduate,Married,44689.0,1,1,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,66,63,34
Graduate,Together,53977.0,0,1,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,487,56,907
Postgraduate,Single,7144.0,0,2,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,512,48,416
Graduate,Single,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,609,50,44
Graduate,Married,90369.0,0,0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,222,58,1588
Postgraduate,Single,63159.0,0,0,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,939,40,1797
Graduate,Together,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,970,48,40
Postgraduate,Single,46757.0,0,1,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,750,51,1143
Postgraduate,Married,79734.0,0,0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,161,45,914
Graduate,Together,63207.0,0,0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,685,22,1502
Graduate,Single,72071.0,0,1,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,660,60,1338
Postgraduate,Together,21840.0,1,0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,503,31,27
Undergraduate,Together,58582.0,0,1,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,434,32,763
Graduate,Single,72282.0,0,0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,505,63,1331
Graduate,Married,50387.0,0,2,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,462,58,525
Postgraduate,Together,32583.0,1,1,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,174,53,9
Graduate,Together,62568.0,0,1,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,155,52,953
Postgraduate,Single,44635.0,1,1,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,391,43,68
Postgraduate,Single,33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,605,43,131
Graduate,Married,63967.0,0,1,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,454,46,882
Undergraduate,Together,52513.0,0,0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,971,36,1149
Graduate,Married,25293.0,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,447,45,37
Postgraduate,Single,54111.0,0,1,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,468,49,388
Graduate,Together,78394.0,0,0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,659,28,1428
Postgraduate,Married,80739.0,0,0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,562,56,1633
Postgraduate,Together,22669.0,1,0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,563,39,173
Graduate,Single,29236.0,1,0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,483,27,99
Graduate,Together,44911.0,0,1,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,631,55,215
Postgraduate,Married,54693.0,0,1,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,657,52,929
Graduate,Together,48186.0,1,0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,261,40,219
Graduate,Married,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,392,37,174
Graduate,Together,41580.0,1,1,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,785,36,92
Postgraduate,Married,80336.0,0,0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,453,44,1052
Graduate,Married,47743.0,0,1,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,624,57,275
Undergraduate,Married,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,1003,59,587
Postgraduate,Single,57333.0,0,1,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,805,60,1662
Postgraduate,Together,32313.0,1,0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,399,32,159
Postgraduate,Single,84953.0,0,0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,640,61,1024
Postgraduate,Single,27071.0,1,0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,227,46,35
Postgraduate,Together,68148.0,0,0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,462,57,1042
Postgraduate,Together,65735.0,1,1,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,512,49,395
Postgraduate,Married,86836.0,0,0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,727,39,557
Postgraduate,Married,4023.0,1,1,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,166,51,9
Graduate,Married,30093.0,0,0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,486,24,69
Postgraduate,Married,57705.0,0,1,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,35,48,486
Graduate,Single,25008.0,1,0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,307,26,34
Undergraduate,Single,83257.0,0,0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,809,19,1365
Graduate,Together,22280.0,1,0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,566,39,13
Postgraduate,Married,72159.0,0,0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,768,36,1401
Graduate,Together,64260.0,0,0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,400,53,1574
Postgraduate,Single,82733.0,0,0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,423,30,1323
Postgraduate,Single,74290.0,0,1,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,363,43,1217
Postgraduate,Single,58217.0,2,1,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,749,63,103
Postgraduate,Together,21024.0,0,0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,608,38,84
Postgraduate,Married,70116.0,0,0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,679,42,1536
Graduate,Together,54006.0,1,0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,809,29,581
Postgraduate,Married,69063.0,0,1,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,878,48,928
Undergraduate,Single,11448.0,0,0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,356,39,14
Graduate,Single,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,516,35,424
Graduate,Married,70886.0,1,0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,418,43,960
Graduate,Married,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,816,32,1555
Graduate,Single,60208.0,1,1,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,879,41,656
Postgraduate,Together,32889.0,1,1,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,545,46,55
Graduate,Single,34738.0,1,0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,31,30,20
Postgraduate,Together,30538.0,1,0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,1061,43,367
Undergraduate,Together,82326.0,0,0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,64,37,2257
Postgraduate,Single,26642.0,1,0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,337,47,42
Graduate,Single,69932.0,0,1,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,365,50,1049
Graduate,Single,44503.0,1,1,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,234,42,48
Postgraduate,Single,60200.0,0,1,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,673,66,685
Graduate,Single,49638.0,0,1,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,231,62,39
Undergraduate,Single,23830.0,0,0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,157,27,43
Postgraduate,Single,33051.0,0,0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,842,55,835
Graduate,Married,72905.0,0,0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,319,56,1515
Postgraduate,Together,69702.0,0,1,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,655,63,1039
Graduate,Single,70300.0,1,0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,509,39,1596
Postgraduate,Married,70643.0,0,0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,782,30,1828
Postgraduate,Married,30396.0,1,0,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,220,45,34
Postgraduate,Single,50616.0,0,1,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,232,46,149
Postgraduate,Single,62772.0,0,1,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,566,45,946
Postgraduate,Single,30298.0,0,0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,201,29,28
Graduate,Single,52413.0,1,0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,1000,30,450
Postgraduate,Married,44155.0,1,1,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,321,57,46
Postgraduate,Single,86979.0,0,0,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,513,43,1702
Graduate,Together,76532.0,1,1,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,453,39,820
Graduate,Married,42081.0,1,0,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,648,32,382
Postgraduate,Married,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,827,26,2126
Postgraduate,Together,88420.0,0,0,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,304,25,2069
Graduate,Married,31158.0,1,0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,678,29,72
Graduate,Single,61671.0,0,1,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,275,46,732
Graduate,Single,69719.0,0,0,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,194,40,801
Graduate,Single,49160.0,0,1,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,412,65,236
Undergraduate,Together,24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,818,36,80
Postgraduate,Single,90933.0,0,0,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,250,60,1685
Postgraduate,Single,113734.0,0,0,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,192,69,277
Postgraduate,Together,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,541,64,507
Postgraduate,Married,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,651,50,68
Graduate,Single,22148.0,0,0,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,237,31,49
Postgraduate,Married,73395.0,0,0,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,263,27,397
Graduate,Single,29819.0,1,0,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,408,43,39
Graduate,Married,45688.0,0,1,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,315,46,306
Graduate,Married,62820.0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,396,60,976
Postgraduate,Married,60491.0,0,1,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,545,43,1028
Graduate,Together,33235.0,1,0,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,218,28,70
Graduate,Married,35701.0,0,0,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,627,55,46
Postgraduate,Married,31535.0,1,0,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,0,436,34,51
Undergraduate,Together,92556.0,0,0,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,230,54,1263
Graduate,Single,67384.0,0,1,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,786,44,1490
Postgraduate,Together,80573.0,0,0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,783,43,1564
Graduate,Married,77870.0,0,1,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,1,836,47,1815
Postgraduate,Single,52278.0,0,1,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,680,51,1198
Graduate,Single,57107.0,0,1,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,1,834,46,416
Graduate,Married,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,658,24,85
Postgraduate,Single,36038.0,1,0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,554,33,47
Graduate,Single,20180.0,0,0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,654,38,137
Postgraduate,Together,34230.0,1,1,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,710,49,21
Undergraduate,Single,31878.0,0,1,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,167,37,70
Undergraduate,Married,70932.0,0,1,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,321,42,909
Graduate,Single,91249.0,0,0,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,0,1,777,58,1676
Postgraduate,Single,77598.0,0,0,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,695,71,1735
Graduate,Single,80982.0,1,1,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,0,492,55,1191
Postgraduate,Married,22701.0,1,0,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,576,37,24
Postgraduate,Married,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,743,45,1182
Graduate,Married,70617.0,0,0,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,0,531,44,1280
Graduate,Single,64849.0,0,0,42,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,0,1,753,57,1336
Postgraduate,Married,62694.0,1,1,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,537,49,749
Postgraduate,Married,61917.0,1,1,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,0,381,40,91
Postgraduate,Married,67472.0,0,1,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,0,434,67,414
